AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion,CampaignChannel_PPC,CampaignChannel_Referral,CampaignChannel_SEO,CampaignChannel_Social Media,CampaignType_Consideration,CampaignType_Conversion,CampaignType_Retention
0.5274836785235644,-1.320328093149467,-0.6088293748131571,1.586839626044303,-0.16811450026629401,-1.7295072052937248,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3884180071389401,0.010671441227763354,-1.3092622345658456,0.8866539164193934,-0.8606562109410375,1.205221428577241,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2172955316856588,1.4602246163620467,0.26671169987770343,-0.8638103576428805,1.216968921083193,-1.5897582227284408,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.5721063352086295,-0.2049642292334035,-1.3092622345658456,-0.8638103576428805,-1.553197921615781,1.554593884990451,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.1709176479436172,1.1669068863379854,-0.6088293748131571,0.5365610616069386,1.216968921083193,-1.7295072052937248,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.6133432143954962,-0.012308880560973932,-0.7839375897513292,1.2367467712318483,-1.553197921615781,-1.3102602575978726,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8111585478833584,-1.3553644730104586,0.7920363446922197,-0.5137175028304257,0.5244272104084495,1.205221428577241,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.11393752655706524,-1.2136708369466078,-0.08350472999864078,-0.5137175028304257,-1.553197921615781,1.6244683762730932,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5576190936330154,-1.562971766241238,-0.9590458046895013,1.2367467712318483,0.17815635507107777,-0.8211388186193783,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.43280787968631435,-1.049825286702481,-0.25861294493681286,-0.16362464801797094,1.216968921083193,-0.19226839707559995,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8044589635428196,1.3609140709087704,1.142252774568564,0.18646820679448387,0.5244272104084495,1.554593884990451,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7409425612390457,0.5205686607837731,1.4924692044449082,0.5365610616069386,0.17815635507107777,-0.6115153447714522,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.32770297648288393,0.8266458039516178,1.142252774568564,0.18646820679448387,-0.16811450026629401,-0.8211388186193783,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2264590810490372,0.42205177998926674,-0.25861294493681286,-1.2139032124553353,-0.8606562109410375,-1.1705112750325886,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.31592871028326236,-0.38966063602964446,1.142252774568564,1.2367467712318483,-1.2069270662784093,-0.332017379640884,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6110253405337709,-0.9754406620441011,-1.6594786644421897,-1.2139032124553353,-1.2069270662784093,1.344970411142525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9712692013247846,1.4713893642777303,-0.433721159874985,1.2367467712318483,1.216968921083193,-1.6596327140110827,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4658032005674715,0.053236708690129884,1.4924692044449082,0.18646820679448387,-0.8606562109410375,0.4366020244681784,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.37420247272296464,-0.06320904945055905,-0.25861294493681286,-0.16362464801797094,0.5244272104084495,-1.2403857663152305,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2139789718213014,1.7147403293567678,-0.433721159874985,0.8866539164193934,-0.5143853556036657,0.7160999895987465,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4085461802588242,-0.39866873715711587,-0.7839375897513292,-1.2139032124553353,0.5244272104084495,0.017355076772326172,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1742251425374357,1.2245869114118582,0.7920363446922197,-1.5639960672677902,0.17815635507107777,0.7859744808813887,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5632370978572065,1.2529604918850215,0.7920363446922197,0.5365610616069386,1.5632397764205648,-0.7512643273367363,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.050529854299459845,-0.9208629727215296,-0.7839375897513292,0.18646820679448387,-0.5143853556036657,0.5763510070334625,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9005787367490188,-1.396695364686592,0.7920363446922197,-0.5137175028304257,-0.8606562109410375,-0.332017379640884,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4899957509287336,1.644023495724939,1.3173609895067362,-0.5137175028304257,-0.5143853556036657,-0.19226839707559995,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.537903786306438,-0.25378646319705855,-0.7839375897513292,0.18646820679448387,-1.2069270662784093,-1.1705112750325886,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6763171982279129,-1.7164452805123716,1.3173609895067362,0.5365610616069386,-1.2069270662784093,0.9955979547293148,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4402365759737451,-0.0013508893128750651,1.3173609895067362,-1.2139032124553353,-0.5143853556036657,0.017355076772326172,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.188393231188245,0.4139005713219564,1.4924692044449082,0.5365610616069386,-0.8606562109410375,1.205221428577241,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8886156078771289,0.9551794898866892,1.6675774193830804,1.586839626044303,-0.16811450026629401,-0.262142888358242,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.22448425322193802,1.5312092225427634,0.44181991481587557,0.5365610616069386,-1.553197921615781,-0.8910133099020203,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.3177197388774538,1.435333691037218,0.09160348493953134,0.18646820679448387,0.5244272104084495,-0.052519414510315866,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1921091045404837,1.5215210374476509,0.7920363446922197,-0.8638103576428805,-0.5143853556036657,-1.3102602575978726,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.5570635428517208,-1.6132048283165432,-0.7839375897513292,0.8866539164193934,0.17815635507107777,0.08722956805496822,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6532357417113217,0.7331478312806861,0.09160348493953134,-1.5639960672677902,-1.2069270662784093,-0.7512643273367363,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.37655605727539343,-0.9443808996236011,-1.1341540196276734,0.8866539164193934,-0.5143853556036657,-0.9608878011846624,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.6616586582651494,-1.0766222288815748,0.7920363446922197,0.5365610616069386,-0.16811450026629401,1.344970411142525,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.5625361767176087,1.038829844235835,0.9671445596303919,-1.2139032124553353,0.17815635507107777,0.5064765157508204,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5778940739042954,-0.28405338734110525,0.6169281297540476,-1.5639960672677902,-1.553197921615781,-0.332017379640884,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3170426846948981,1.4402685713337464,-0.9590458046895013,0.8866539164193934,-0.5143853556036657,-0.052519414510315866,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4399299875411176,-1.5776118066189335,0.7920363446922197,-0.5137175028304257,-1.2069270662784093,0.9955979547293148,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.11007574140020444,1.0452589287779788,-0.08350472999864078,1.586839626044303,1.5632397764205648,1.484719393707809,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.24813871788482386,-1.251716967678655,-0.7839375897513292,1.586839626044303,-1.553197921615781,-0.262142888358242,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1121897755932602,-1.1145129054956522,0.9671445596303919,1.2367467712318483,1.216968921083193,-0.8211388186193783,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.01261139237716201,-0.07614884441334073,0.9671445596303919,-0.5137175028304257,-1.553197921615781,-1.2403857663152305,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
